x Coordinate,y Coordinate,z Coordinate
0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-03,0.000000e+00,0.000000e+00
7.500000e-03,0.000000e+00,0.000000e+00
1.250000e-02,0.000000e+00,0.000000e+00
1.750000e-02,0.000000e+00,0.000000e+00
2.250000e-02,0.000000e+00,0.000000e+00
2.750000e-02,0.000000e+00,0.000000e+00
3.250000e-02,0.000000e+00,0.000000e+00
3.750000e-02,0.000000e+00,0.000000e+00
4.250000e-02,0.000000e+00,0.000000e+00
4.750000e-02,0.000000e+00,0.000000e+00
5.250000e-02,0.000000e+00,0.000000e+00
5.750000e-02,0.000000e+00,0.000000e+00
6.250000e-02,0.000000e+00,0.000000e+00
6.750000e-02,0.000000e+00,0.000000e+00
7.250000e-02,0.000000e+00,0.000000e+00
7.750000e-02,0.000000e+00,0.000000e+00
8.250000e-02,0.000000e+00,0.000000e+00
8.750000e-02,0.000000e+00,0.000000e+00
9.250000e-02,0.000000e+00,0.000000e+00
9.750000e-02,0.000000e+00,0.000000e+00
1.000000e-01,0.000000e+00,0.000000e+00
0.000000e+00,2.500000e-03,0.000000e+00
2.500000e-03,2.500000e-03,0.000000e+00
7.500000e-03,2.500000e-03,0.000000e+00
1.250000e-02,2.500000e-03,0.000000e+00
1.750000e-02,2.500000e-03,0.000000e+00
2.250000e-02,2.500000e-03,0.000000e+00
2.750000e-02,2.500000e-03,0.000000e+00
3.250000e-02,2.500000e-03,0.000000e+00
3.750000e-02,2.500000e-03,0.000000e+00
4.250000e-02,2.500000e-03,0.000000e+00
4.750000e-02,2.500000e-03,0.000000e+00
5.250000e-02,2.500000e-03,0.000000e+00
5.750000e-02,2.500000e-03,0.000000e+00
6.250000e-02,2.500000e-03,0.000000e+00
6.750000e-02,2.500000e-03,0.000000e+00
7.250000e-02,2.500000e-03,0.000000e+00
7.750000e-02,2.500000e-03,0.000000e+00
8.250000e-02,2.500000e-03,0.000000e+00
8.750000e-02,2.500000e-03,0.000000e+00
9.250000e-02,2.500000e-03,0.000000e+00
9.750000e-02,2.500000e-03,0.000000e+00
1.000000e-01,2.500000e-03,0.000000e+00
0.000000e+00,7.500000e-03,0.000000e+00
2.500000e-03,7.500000e-03,0.000000e+00
7.500000e-03,7.500000e-03,0.000000e+00
1.250000e-02,7.500000e-03,0.000000e+00
1.750000e-02,7.500000e-03,0.000000e+00
2.250000e-02,7.500000e-03,0.000000e+00
2.750000e-02,7.500000e-03,0.000000e+00
3.250000e-02,7.500000e-03,0.000000e+00
3.750000e-02,7.500000e-03,0.000000e+00
4.250000e-02,7.500000e-03,0.000000e+00
4.750000e-02,7.500000e-03,0.000000e+00
5.250000e-02,7.500000e-03,0.000000e+00
5.750000e-02,7.500000e-03,0.000000e+00
6.250000e-02,7.500000e-03,0.000000e+00
6.750000e-02,7.500000e-03,0.000000e+00
7.250000e-02,7.500000e-03,0.000000e+00
7.750000e-02,7.500000e-03,0.000000e+00
8.250000e-02,7.500000e-03,0.000000e+00
8.750000e-02,7.500000e-03,0.000000e+00
9.250000e-02,7.500000e-03,0.000000e+00
9.750000e-02,7.500000e-03,0.000000e+00
1.000000e-01,7.500000e-03,0.000000e+00
0.000000e+00,1.250000e-02,0.000000e+00
2.500000e-03,1.250000e-02,0.000000e+00
7.500000e-03,1.250000e-02,0.000000e+00
1.250000e-02,1.250000e-02,0.000000e+00
1.750000e-02,1.250000e-02,0.000000e+00
2.250000e-02,1.250000e-02,0.000000e+00
2.750000e-02,1.250000e-02,0.000000e+00
3.250000e-02,1.250000e-02,0.000000e+00
3.750000e-02,1.250000e-02,0.000000e+00
4.250000e-02,1.250000e-02,0.000000e+00
4.750000e-02,1.250000e-02,0.000000e+00
5.250000e-02,1.250000e-02,0.000000e+00
5.750000e-02,1.250000e-02,0.000000e+00
6.250000e-02,1.250000e-02,0.000000e+00
6.750000e-02,1.250000e-02,0.000000e+00
7.250000e-02,1.250000e-02,0.000000e+00
7.750000e-02,1.250000e-02,0.000000e+00
8.250000e-02,1.250000e-02,0.000000e+00
8.750000e-02,1.250000e-02,0.000000e+00
9.250000e-02,1.250000e-02,0.000000e+00
9.750000e-02,1.250000e-02,0.000000e+00
1.000000e-01,1.250000e-02,0.000000e+00
0.000000e+00,1.750000e-02,0.000000e+00
2.500000e-03,1.750000e-02,0.000000e+00
7.500000e-03,1.750000e-02,0.000000e+00
1.250000e-02,1.750000e-02,0.000000e+00
1.750000e-02,1.750000e-02,0.000000e+00
2.250000e-02,1.750000e-02,0.000000e+00
2.750000e-02,1.750000e-02,0.000000e+00
3.250000e-02,1.750000e-02,0.000000e+00
3.750000e-02,1.750000e-02,0.000000e+00
4.250000e-02,1.750000e-02,0.000000e+00
4.750000e-02,1.750000e-02,0.000000e+00
5.250000e-02,1.750000e-02,0.000000e+00
5.750000e-02,1.750000e-02,0.000000e+00
6.250000e-02,1.750000e-02,0.000000e+00
6.750000e-02,1.750000e-02,0.000000e+00
7.250000e-02,1.750000e-02,0.000000e+00
7.750000e-02,1.750000e-02,0.000000e+00
8.250000e-02,1.750000e-02,0.000000e+00
8.750000e-02,1.750000e-02,0.000000e+00
9.250000e-02,1.750000e-02,0.000000e+00
9.750000e-02,1.750000e-02,0.000000e+00
1.000000e-01,1.750000e-02,0.000000e+00
0.000000e+00,2.250000e-02,0.000000e+00
2.500000e-03,2.250000e-02,0.000000e+00
7.500000e-03,2.250000e-02,0.000000e+00
1.250000e-02,2.250000e-02,0.000000e+00
1.750000e-02,2.250000e-02,0.000000e+00
2.250000e-02,2.250000e-02,0.000000e+00
2.750000e-02,2.250000e-02,0.000000e+00
3.250000e-02,2.250000e-02,0.000000e+00
3.750000e-02,2.250000e-02,0.000000e+00
4.250000e-02,2.250000e-02,0.000000e+00
4.750000e-02,2.250000e-02,0.000000e+00
5.250000e-02,2.250000e-02,0.000000e+00
5.750000e-02,2.250000e-02,0.000000e+00
6.250000e-02,2.250000e-02,0.000000e+00
6.750000e-02,2.250000e-02,0.000000e+00
7.250000e-02,2.250000e-02,0.000000e+00
7.750000e-02,2.250000e-02,0.000000e+00
8.250000e-02,2.250000e-02,0.000000e+00
8.750000e-02,2.250000e-02,0.000000e+00
9.250000e-02,2.250000e-02,0.000000e+00
9.750000e-02,2.250000e-02,0.000000e+00
1.000000e-01,2.250000e-02,0.000000e+00
0.000000e+00,2.750000e-02,0.000000e+00
2.500000e-03,2.750000e-02,0.000000e+00
7.500000e-03,2.750000e-02,0.000000e+00
1.250000e-02,2.750000e-02,0.000000e+00
1.750000e-02,2.750000e-02,0.000000e+00
2.250000e-02,2.750000e-02,0.000000e+00
2.750000e-02,2.750000e-02,0.000000e+00
3.250000e-02,2.750000e-02,0.000000e+00
3.750000e-02,2.750000e-02,0.000000e+00
4.250000e-02,2.750000e-02,0.000000e+00
4.750000e-02,2.750000e-02,0.000000e+00
5.250000e-02,2.750000e-02,0.000000e+00
5.750000e-02,2.750000e-02,0.000000e+00
6.250000e-02,2.750000e-02,0.000000e+00
6.750000e-02,2.750000e-02,0.000000e+00
7.250000e-02,2.750000e-02,0.000000e+00
7.750000e-02,2.750000e-02,0.000000e+00
8.250000e-02,2.750000e-02,0.000000e+00
8.750000e-02,2.750000e-02,0.000000e+00
9.250000e-02,2.750000e-02,0.000000e+00
9.750000e-02,2.750000e-02,0.000000e+00
1.000000e-01,2.750000e-02,0.000000e+00
0.000000e+00,3.250000e-02,0.000000e+00
2.500000e-03,3.250000e-02,0.000000e+00
7.500000e-03,3.250000e-02,0.000000e+00
1.250000e-02,3.250000e-02,0.000000e+00
1.750000e-02,3.250000e-02,0.000000e+00
2.250000e-02,3.250000e-02,0.000000e+00
2.750000e-02,3.250000e-02,0.000000e+00
3.250000e-02,3.250000e-02,0.000000e+00
3.750000e-02,3.250000e-02,0.000000e+00
4.250000e-02,3.250000e-02,0.000000e+00
4.750000e-02,3.250000e-02,0.000000e+00
5.250000e-02,3.250000e-02,0.000000e+00
5.750000e-02,3.250000e-02,0.000000e+00
6.250000e-02,3.250000e-02,0.000000e+00
6.750000e-02,3.250000e-02,0.000000e+00
7.250000e-02,3.250000e-02,0.000000e+00
7.750000e-02,3.250000e-02,0.000000e+00
8.250000e-02,3.250000e-02,0.000000e+00
8.750000e-02,3.250000e-02,0.000000e+00
9.250000e-02,3.250000e-02,0.000000e+00
9.750000e-02,3.250000e-02,0.000000e+00
1.000000e-01,3.250000e-02,0.000000e+00
0.000000e+00,3.750000e-02,0.000000e+00
2.500000e-03,3.750000e-02,0.000000e+00
7.500000e-03,3.750000e-02,0.000000e+00
1.250000e-02,3.750000e-02,0.000000e+00
1.750000e-02,3.750000e-02,0.000000e+00
2.250000e-02,3.750000e-02,0.000000e+00
2.750000e-02,3.750000e-02,0.000000e+00
3.250000e-02,3.750000e-02,0.000000e+00
3.750000e-02,3.750000e-02,0.000000e+00
4.250000e-02,3.750000e-02,0.000000e+00
4.750000e-02,3.750000e-02,0.000000e+00
5.250000e-02,3.750000e-02,0.000000e+00
5.750000e-02,3.750000e-02,0.000000e+00
6.250000e-02,3.750000e-02,0.000000e+00
6.750000e-02,3.750000e-02,0.000000e+00
7.250000e-02,3.750000e-02,0.000000e+00
7.750000e-02,3.750000e-02,0.000000e+00
8.250000e-02,3.750000e-02,0.000000e+00
8.750000e-02,3.750000e-02,0.000000e+00
9.250000e-02,3.750000e-02,0.000000e+00
9.750000e-02,3.750000e-02,0.000000e+00
1.000000e-01,3.750000e-02,0.000000e+00
0.000000e+00,4.250000e-02,0.000000e+00
2.500000e-03,4.250000e-02,0.000000e+00
7.500000e-03,4.250000e-02,0.000000e+00
1.250000e-02,4.250000e-02,0.000000e+00
1.750000e-02,4.250000e-02,0.000000e+00
2.250000e-02,4.250000e-02,0.000000e+00
2.750000e-02,4.250000e-02,0.000000e+00
3.250000e-02,4.250000e-02,0.000000e+00
3.750000e-02,4.250000e-02,0.000000e+00
4.250000e-02,4.250000e-02,0.000000e+00
4.750000e-02,4.250000e-02,0.000000e+00
5.250000e-02,4.250000e-02,0.000000e+00
5.750000e-02,4.250000e-02,0.000000e+00
6.250000e-02,4.250000e-02,0.000000e+00
6.750000e-02,4.250000e-02,0.000000e+00
7.250000e-02,4.250000e-02,0.000000e+00
7.750000e-02,4.250000e-02,0.000000e+00
8.250000e-02,4.250000e-02,0.000000e+00
8.750000e-02,4.250000e-02,0.000000e+00
9.250000e-02,4.250000e-02,0.000000e+00
9.750000e-02,4.250000e-02,0.000000e+00
1.000000e-01,4.250000e-02,0.000000e+00
0.000000e+00,4.750000e-02,0.000000e+00
2.500000e-03,4.750000e-02,0.000000e+00
7.500000e-03,4.750000e-02,0.000000e+00
1.250000e-02,4.750000e-02,0.000000e+00
1.750000e-02,4.750000e-02,0.000000e+00
2.250000e-02,4.750000e-02,0.000000e+00
2.750000e-02,4.750000e-02,0.000000e+00
3.250000e-02,4.750000e-02,0.000000e+00
3.750000e-02,4.750000e-02,0.000000e+00
4.250000e-02,4.750000e-02,0.000000e+00
4.750000e-02,4.750000e-02,0.000000e+00
5.250000e-02,4.750000e-02,0.000000e+00
5.750000e-02,4.750000e-02,0.000000e+00
6.250000e-02,4.750000e-02,0.000000e+00
6.750000e-02,4.750000e-02,0.000000e+00
7.250000e-02,4.750000e-02,0.000000e+00
7.750000e-02,4.750000e-02,0.000000e+00
8.250000e-02,4.750000e-02,0.000000e+00
8.750000e-02,4.750000e-02,0.000000e+00
9.250000e-02,4.750000e-02,0.000000e+00
9.750000e-02,4.750000e-02,0.000000e+00
1.000000e-01,4.750000e-02,0.000000e+00
0.000000e+00,5.250000e-02,0.000000e+00
2.500000e-03,5.250000e-02,0.000000e+00
7.500000e-03,5.250000e-02,0.000000e+00
1.250000e-02,5.250000e-02,0.000000e+00
1.750000e-02,5.250000e-02,0.000000e+00
2.250000e-02,5.250000e-02,0.000000e+00
2.750000e-02,5.250000e-02,0.000000e+00
3.250000e-02,5.250000e-02,0.000000e+00
3.750000e-02,5.250000e-02,0.000000e+00
4.250000e-02,5.250000e-02,0.000000e+00
4.750000e-02,5.250000e-02,0.000000e+00
5.250000e-02,5.250000e-02,0.000000e+00
5.750000e-02,5.250000e-02,0.000000e+00
6.250000e-02,5.250000e-02,0.000000e+00
6.750000e-02,5.250000e-02,0.000000e+00
7.250000e-02,5.250000e-02,0.000000e+00
7.750000e-02,5.250000e-02,0.000000e+00
8.250000e-02,5.250000e-02,0.000000e+00
8.750000e-02,5.250000e-02,0.000000e+00
9.250000e-02,5.250000e-02,0.000000e+00
9.750000e-02,5.250000e-02,0.000000e+00
1.000000e-01,5.250000e-02,0.000000e+00
0.000000e+00,5.750000e-02,0.000000e+00
2.500000e-03,5.750000e-02,0.000000e+00
7.500000e-03,5.750000e-02,0.000000e+00
1.250000e-02,5.750000e-02,0.000000e+00
1.750000e-02,5.750000e-02,0.000000e+00
2.250000e-02,5.750000e-02,0.000000e+00
2.750000e-02,5.750000e-02,0.000000e+00
3.250000e-02,5.750000e-02,0.000000e+00
3.750000e-02,5.750000e-02,0.000000e+00
4.250000e-02,5.750000e-02,0.000000e+00
4.750000e-02,5.750000e-02,0.000000e+00
5.250000e-02,5.750000e-02,0.000000e+00
5.750000e-02,5.750000e-02,0.000000e+00
6.250000e-02,5.750000e-02,0.000000e+00
6.750000e-02,5.750000e-02,0.000000e+00
7.250000e-02,5.750000e-02,0.000000e+00
7.750000e-02,5.750000e-02,0.000000e+00
8.250000e-02,5.750000e-02,0.000000e+00
8.750000e-02,5.750000e-02,0.000000e+00
9.250000e-02,5.750000e-02,0.000000e+00
9.750000e-02,5.750000e-02,0.000000e+00
1.000000e-01,5.750000e-02,0.000000e+00
0.000000e+00,6.250000e-02,0.000000e+00
2.500000e-03,6.250000e-02,0.000000e+00
7.500000e-03,6.250000e-02,0.000000e+00
1.250000e-02,6.250000e-02,0.000000e+00
1.750000e-02,6.250000e-02,0.000000e+00
2.250000e-02,6.250000e-02,0.000000e+00
2.750000e-02,6.250000e-02,0.000000e+00
3.250000e-02,6.250000e-02,0.000000e+00
3.750000e-02,6.250000e-02,0.000000e+00
4.250000e-02,6.250000e-02,0.000000e+00
4.750000e-02,6.250000e-02,0.000000e+00
5.250000e-02,6.250000e-02,0.000000e+00
5.750000e-02,6.250000e-02,0.000000e+00
6.250000e-02,6.250000e-02,0.000000e+00
6.750000e-02,6.250000e-02,0.000000e+00
7.250000e-02,6.250000e-02,0.000000e+00
7.750000e-02,6.250000e-02,0.000000e+00
8.250000e-02,6.250000e-02,0.000000e+00
8.750000e-02,6.250000e-02,0.000000e+00
9.250000e-02,6.250000e-02,0.000000e+00
9.750000e-02,6.250000e-02,0.000000e+00
1.000000e-01,6.250000e-02,0.000000e+00
0.000000e+00,6.750000e-02,0.000000e+00
2.500000e-03,6.750000e-02,0.000000e+00
7.500000e-03,6.750000e-02,0.000000e+00
1.250000e-02,6.750000e-02,0.000000e+00
1.750000e-02,6.750000e-02,0.000000e+00
2.250000e-02,6.750000e-02,0.000000e+00
2.750000e-02,6.750000e-02,0.000000e+00
3.250000e-02,6.750000e-02,0.000000e+00
3.750000e-02,6.750000e-02,0.000000e+00
4.250000e-02,6.750000e-02,0.000000e+00
4.750000e-02,6.750000e-02,0.000000e+00
5.250000e-02,6.750000e-02,0.000000e+00
5.750000e-02,6.750000e-02,0.000000e+00
6.250000e-02,6.750000e-02,0.000000e+00
6.750000e-02,6.750000e-02,0.000000e+00
7.250000e-02,6.750000e-02,0.000000e+00
7.750000e-02,6.750000e-02,0.000000e+00
8.250000e-02,6.750000e-02,0.000000e+00
8.750000e-02,6.750000e-02,0.000000e+00
9.250000e-02,6.750000e-02,0.000000e+00
9.750000e-02,6.750000e-02,0.000000e+00
1.000000e-01,6.750000e-02,0.000000e+00
0.000000e+00,7.250000e-02,0.000000e+00
2.500000e-03,7.250000e-02,0.000000e+00
7.500000e-03,7.250000e-02,0.000000e+00
1.250000e-02,7.250000e-02,0.000000e+00
1.750000e-02,7.250000e-02,0.000000e+00
2.250000e-02,7.250000e-02,0.000000e+00
2.750000e-02,7.250000e-02,0.000000e+00
3.250000e-02,7.250000e-02,0.000000e+00
3.750000e-02,7.250000e-02,0.000000e+00
4.250000e-02,7.250000e-02,0.000000e+00
4.750000e-02,7.250000e-02,0.000000e+00
5.250000e-02,7.250000e-02,0.000000e+00
5.750000e-02,7.250000e-02,0.000000e+00
6.250000e-02,7.250000e-02,0.000000e+00
6.750000e-02,7.250000e-02,0.000000e+00
7.250000e-02,7.250000e-02,0.000000e+00
7.750000e-02,7.250000e-02,0.000000e+00
8.250000e-02,7.250000e-02,0.000000e+00
8.750000e-02,7.250000e-02,0.000000e+00
9.250000e-02,7.250000e-02,0.000000e+00
9.750000e-02,7.250000e-02,0.000000e+00
1.000000e-01,7.250000e-02,0.000000e+00
0.000000e+00,7.750000e-02,0.000000e+00
2.500000e-03,7.750000e-02,0.000000e+00
7.500000e-03,7.750000e-02,0.000000e+00
1.250000e-02,7.750000e-02,0.000000e+00
1.750000e-02,7.750000e-02,0.000000e+00
2.250000e-02,7.750000e-02,0.000000e+00
2.750000e-02,7.750000e-02,0.000000e+00
3.250000e-02,7.750000e-02,0.000000e+00
3.750000e-02,7.750000e-02,0.000000e+00
4.250000e-02,7.750000e-02,0.000000e+00
4.750000e-02,7.750000e-02,0.000000e+00
5.250000e-02,7.750000e-02,0.000000e+00
5.750000e-02,7.750000e-02,0.000000e+00
6.250000e-02,7.750000e-02,0.000000e+00
6.750000e-02,7.750000e-02,0.000000e+00
7.250000e-02,7.750000e-02,0.000000e+00
7.750000e-02,7.750000e-02,0.000000e+00
8.250000e-02,7.750000e-02,0.000000e+00
8.750000e-02,7.750000e-02,0.000000e+00
9.250000e-02,7.750000e-02,0.000000e+00
9.750000e-02,7.750000e-02,0.000000e+00
1.000000e-01,7.750000e-02,0.000000e+00
0.000000e+00,8.250000e-02,0.000000e+00
2.500000e-03,8.250000e-02,0.000000e+00
7.500000e-03,8.250000e-02,0.000000e+00
1.250000e-02,8.250000e-02,0.000000e+00
1.750000e-02,8.250000e-02,0.000000e+00
2.250000e-02,8.250000e-02,0.000000e+00
2.750000e-02,8.250000e-02,0.000000e+00
3.250000e-02,8.250000e-02,0.000000e+00
3.750000e-02,8.250000e-02,0.000000e+00
4.250000e-02,8.250000e-02,0.000000e+00
4.750000e-02,8.250000e-02,0.000000e+00
5.250000e-02,8.250000e-02,0.000000e+00
5.750000e-02,8.250000e-02,0.000000e+00
6.250000e-02,8.250000e-02,0.000000e+00
6.750000e-02,8.250000e-02,0.000000e+00
7.250000e-02,8.250000e-02,0.000000e+00
7.750000e-02,8.250000e-02,0.000000e+00
8.250000e-02,8.250000e-02,0.000000e+00
8.750000e-02,8.250000e-02,0.000000e+00
9.250000e-02,8.250000e-02,0.000000e+00
9.750000e-02,8.250000e-02,0.000000e+00
1.000000e-01,8.250000e-02,0.000000e+00
0.000000e+00,8.750000e-02,0.000000e+00
2.500000e-03,8.750000e-02,0.000000e+00
7.500000e-03,8.750000e-02,0.000000e+00
1.250000e-02,8.750000e-02,0.000000e+00
1.750000e-02,8.750000e-02,0.000000e+00
2.250000e-02,8.750000e-02,0.000000e+00
2.750000e-02,8.750000e-02,0.000000e+00
3.250000e-02,8.750000e-02,0.000000e+00
3.750000e-02,8.750000e-02,0.000000e+00
4.250000e-02,8.750000e-02,0.000000e+00
4.750000e-02,8.750000e-02,0.000000e+00
5.250000e-02,8.750000e-02,0.000000e+00
5.750000e-02,8.750000e-02,0.000000e+00
6.250000e-02,8.750000e-02,0.000000e+00
6.750000e-02,8.750000e-02,0.000000e+00
7.250000e-02,8.750000e-02,0.000000e+00
7.750000e-02,8.750000e-02,0.000000e+00
8.250000e-02,8.750000e-02,0.000000e+00
8.750000e-02,8.750000e-02,0.000000e+00
9.250000e-02,8.750000e-02,0.000000e+00
9.750000e-02,8.750000e-02,0.000000e+00
1.000000e-01,8.750000e-02,0.000000e+00
0.000000e+00,9.250000e-02,0.000000e+00
2.500000e-03,9.250000e-02,0.000000e+00
7.500000e-03,9.250000e-02,0.000000e+00
1.250000e-02,9.250000e-02,0.000000e+00
1.750000e-02,9.250000e-02,0.000000e+00
2.250000e-02,9.250000e-02,0.000000e+00
2.750000e-02,9.250000e-02,0.000000e+00
3.250000e-02,9.250000e-02,0.000000e+00
3.750000e-02,9.250000e-02,0.000000e+00
4.250000e-02,9.250000e-02,0.000000e+00
4.750000e-02,9.250000e-02,0.000000e+00
5.250000e-02,9.250000e-02,0.000000e+00
5.750000e-02,9.250000e-02,0.000000e+00
6.250000e-02,9.250000e-02,0.000000e+00
6.750000e-02,9.250000e-02,0.000000e+00
7.250000e-02,9.250000e-02,0.000000e+00
7.750000e-02,9.250000e-02,0.000000e+00
8.250000e-02,9.250000e-02,0.000000e+00
8.750000e-02,9.250000e-02,0.000000e+00
9.250000e-02,9.250000e-02,0.000000e+00
9.750000e-02,9.250000e-02,0.000000e+00
1.000000e-01,9.250000e-02,0.000000e+00
0.000000e+00,9.750000e-02,0.000000e+00
2.500000e-03,9.750000e-02,0.000000e+00
7.500000e-03,9.750000e-02,0.000000e+00
1.250000e-02,9.750000e-02,0.000000e+00
1.750000e-02,9.750000e-02,0.000000e+00
2.250000e-02,9.750000e-02,0.000000e+00
2.750000e-02,9.750000e-02,0.000000e+00
3.250000e-02,9.750000e-02,0.000000e+00
3.750000e-02,9.750000e-02,0.000000e+00
4.250000e-02,9.750000e-02,0.000000e+00
4.750000e-02,9.750000e-02,0.000000e+00
5.250000e-02,9.750000e-02,0.000000e+00
5.750000e-02,9.750000e-02,0.000000e+00
6.250000e-02,9.750000e-02,0.000000e+00
6.750000e-02,9.750000e-02,0.000000e+00
7.250000e-02,9.750000e-02,0.000000e+00
7.750000e-02,9.750000e-02,0.000000e+00
8.250000e-02,9.750000e-02,0.000000e+00
8.750000e-02,9.750000e-02,0.000000e+00
9.250000e-02,9.750000e-02,0.000000e+00
9.750000e-02,9.750000e-02,0.000000e+00
1.000000e-01,9.750000e-02,0.000000e+00
0.000000e+00,1.000000e-01,0.000000e+00
2.500000e-03,1.000000e-01,0.000000e+00
7.500000e-03,1.000000e-01,0.000000e+00
1.250000e-02,1.000000e-01,0.000000e+00
1.750000e-02,1.000000e-01,0.000000e+00
2.250000e-02,1.000000e-01,0.000000e+00
2.750000e-02,1.000000e-01,0.000000e+00
3.250000e-02,1.000000e-01,0.000000e+00
3.750000e-02,1.000000e-01,0.000000e+00
4.250000e-02,1.000000e-01,0.000000e+00
4.750000e-02,1.000000e-01,0.000000e+00
5.250000e-02,1.000000e-01,0.000000e+00
5.750000e-02,1.000000e-01,0.000000e+00
6.250000e-02,1.000000e-01,0.000000e+00
6.750000e-02,1.000000e-01,0.000000e+00
7.250000e-02,1.000000e-01,0.000000e+00
7.750000e-02,1.000000e-01,0.000000e+00
8.250000e-02,1.000000e-01,0.000000e+00
8.750000e-02,1.000000e-01,0.000000e+00
9.250000e-02,1.000000e-01,0.000000e+00
9.750000e-02,1.000000e-01,0.000000e+00
